sequence,method,trace_id,family,horizon_s,position_tolerance_m,heading_tolerance_deg,n_windows,position_valid_fraction,joint_valid_fraction,heading_valid_fraction
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,2.0,45.0,126,0.03968253968253968,0.03968253968253968,0.8253968253968254
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,5.0,2.0,126,0.06349206349206349,0.023809523809523808,0.023809523809523808
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,5.0,5.0,126,0.06349206349206349,0.047619047619047616,0.047619047619047616
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,5.0,10.0,126,0.06349206349206349,0.06349206349206349,0.07936507936507936
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,5.0,20.0,126,0.06349206349206349,0.06349206349206349,0.29365079365079366
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,5.0,30.0,126,0.06349206349206349,0.06349206349206349,0.6746031746031746
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,5.0,45.0,126,0.06349206349206349,0.06349206349206349,0.8253968253968254
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,10.0,2.0,126,0.10317460317460317,0.023809523809523808,0.023809523809523808
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,10.0,5.0,126,0.10317460317460317,0.047619047619047616,0.047619047619047616
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,10.0,10.0,126,0.10317460317460317,0.07936507936507936,0.07936507936507936
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,10.0,20.0,126,0.10317460317460317,0.09523809523809523,0.29365079365079366
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,10.0,30.0,126,0.10317460317460317,0.09523809523809523,0.6746031746031746
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,10.0,45.0,126,0.10317460317460317,0.10317460317460317,0.8253968253968254
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,20.0,2.0,126,0.18253968253968253,0.023809523809523808,0.023809523809523808
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,20.0,5.0,126,0.18253968253968253,0.047619047619047616,0.047619047619047616
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,20.0,10.0,126,0.18253968253968253,0.07936507936507936,0.07936507936507936
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,20.0,20.0,126,0.18253968253968253,0.09523809523809523,0.29365079365079366
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,20.0,30.0,126,0.18253968253968253,0.09523809523809523,0.6746031746031746
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_04_parking00_trace,global_synchronization,0.0,20.0,45.0,126,0.18253968253968253,0.10317460317460317,0.8253968253968254
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.05,1.0,126,0.47619047619047616,0.1984126984126984,0.2857142857142857
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.05,2.0,126,0.47619047619047616,0.3412698412698413,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.05,5.0,126,0.47619047619047616,0.4523809523809524,0.8174603174603174
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.05,10.0,126,0.47619047619047616,0.46825396825396826,0.9285714285714286
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.05,20.0,126,0.47619047619047616,0.46825396825396826,0.9523809523809523
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.1,1.0,126,0.7777777777777778,0.2698412698412698,0.2857142857142857
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.1,2.0,126,0.7777777777777778,0.48412698412698413,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.1,5.0,126,0.7777777777777778,0.6825396825396826,0.8174603174603174
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.1,10.0,126,0.7777777777777778,0.7619047619047619,0.9285714285714286
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.1,20.0,126,0.7777777777777778,0.7619047619047619,0.9523809523809523
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.2,1.0,126,0.8809523809523809,0.2777777777777778,0.2857142857142857
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.2,2.0,126,0.8809523809523809,0.5238095238095238,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.2,5.0,126,0.8809523809523809,0.7619047619047619,0.8174603174603174
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.2,10.0,126,0.8809523809523809,0.8492063492063492,0.9285714285714286
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.2,20.0,126,0.8809523809523809,0.8571428571428571,0.9523809523809523
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.5,1.0,126,0.9126984126984127,0.2857142857142857,0.2857142857142857
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.5,2.0,126,0.9126984126984127,0.5317460317460317,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.5,5.0,126,0.9126984126984127,0.7698412698412699,0.8174603174603174
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.5,10.0,126,0.9126984126984127,0.8571428571428571,0.9285714285714286
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,0.5,20.0,126,0.9126984126984127,0.873015873015873,0.9523809523809523
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,1.0,1.0,126,0.9523809523809523,0.2857142857142857,0.2857142857142857
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,1.0,2.0,126,0.9523809523809523,0.5476190476190477,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,1.0,5.0,126,0.9523809523809523,0.7936507936507936,0.8174603174603174
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,1.0,10.0,126,0.9523809523809523,0.8888888888888888,0.9285714285714286
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,1.0,1.0,20.0,126,0.9523809523809523,0.9047619047619048,0.9523809523809523
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.05,1.0,27,0.07407407407407407,0.0,0.14814814814814814
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.05,2.0,27,0.07407407407407407,0.037037037037037035,0.3333333333333333
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.05,5.0,27,0.07407407407407407,0.037037037037037035,0.5185185185185185
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.05,10.0,27,0.07407407407407407,0.037037037037037035,0.7407407407407407
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.05,20.0,27,0.07407407407407407,0.07407407407407407,0.8148148148148148
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.1,1.0,27,0.1111111111111111,0.0,0.14814814814814814
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.1,2.0,27,0.1111111111111111,0.07407407407407407,0.3333333333333333
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.1,5.0,27,0.1111111111111111,0.07407407407407407,0.5185185185185185
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.1,10.0,27,0.1111111111111111,0.07407407407407407,0.7407407407407407
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.1,20.0,27,0.1111111111111111,0.1111111111111111,0.8148148148148148
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.2,1.0,27,0.4074074074074074,0.1111111111111111,0.14814814814814814
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.2,2.0,27,0.4074074074074074,0.25925925925925924,0.3333333333333333
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.2,5.0,27,0.4074074074074074,0.3333333333333333,0.5185185185185185
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.2,10.0,27,0.4074074074074074,0.3333333333333333,0.7407407407407407
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.2,20.0,27,0.4074074074074074,0.37037037037037035,0.8148148148148148
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.5,1.0,27,0.7777777777777778,0.14814814814814814,0.14814814814814814
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.5,2.0,27,0.7777777777777778,0.2962962962962963,0.3333333333333333
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.5,5.0,27,0.7777777777777778,0.4444444444444444,0.5185185185185185
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.5,10.0,27,0.7777777777777778,0.6296296296296297,0.7407407407407407
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,0.5,20.0,27,0.7777777777777778,0.7037037037037037,0.8148148148148148
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,1.0,1.0,27,0.8518518518518519,0.14814814814814814,0.14814814814814814
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,1.0,2.0,27,0.8518518518518519,0.2962962962962963,0.3333333333333333
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,1.0,5.0,27,0.8518518518518519,0.4444444444444444,0.5185185185185185
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,1.0,10.0,27,0.8518518518518519,0.6666666666666666,0.7407407407407407
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,5.0,1.0,20.0,27,0.8518518518518519,0.7407407407407407,0.8148148148148148
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.05,1.0,13,0.07692307692307693,0.07692307692307693,0.23076923076923078
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.05,2.0,13,0.07692307692307693,0.07692307692307693,0.3076923076923077
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.05,5.0,13,0.07692307692307693,0.07692307692307693,0.5384615384615384
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.05,10.0,13,0.07692307692307693,0.07692307692307693,0.6923076923076923
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.05,20.0,13,0.07692307692307693,0.07692307692307693,0.7692307692307693
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.1,1.0,13,0.07692307692307693,0.07692307692307693,0.23076923076923078
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.1,2.0,13,0.07692307692307693,0.07692307692307693,0.3076923076923077
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.1,5.0,13,0.07692307692307693,0.07692307692307693,0.5384615384615384
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.1,10.0,13,0.07692307692307693,0.07692307692307693,0.6923076923076923
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.1,20.0,13,0.07692307692307693,0.07692307692307693,0.7692307692307693
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.2,1.0,13,0.07692307692307693,0.07692307692307693,0.23076923076923078
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.2,2.0,13,0.07692307692307693,0.07692307692307693,0.3076923076923077
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.2,5.0,13,0.07692307692307693,0.07692307692307693,0.5384615384615384
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.2,10.0,13,0.07692307692307693,0.07692307692307693,0.6923076923076923
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.2,20.0,13,0.07692307692307693,0.07692307692307693,0.7692307692307693
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.5,1.0,13,0.46153846153846156,0.15384615384615385,0.23076923076923078
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.5,2.0,13,0.46153846153846156,0.23076923076923078,0.3076923076923077
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.5,5.0,13,0.46153846153846156,0.3076923076923077,0.5384615384615384
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.5,10.0,13,0.46153846153846156,0.38461538461538464,0.6923076923076923
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,0.5,20.0,13,0.46153846153846156,0.46153846153846156,0.7692307692307693
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,1.0,1.0,13,0.6923076923076923,0.23076923076923078,0.23076923076923078
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,1.0,2.0,13,0.6923076923076923,0.3076923076923077,0.3076923076923077
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,1.0,5.0,13,0.6923076923076923,0.46153846153846156,0.5384615384615384
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,1.0,10.0,13,0.6923076923076923,0.6153846153846154,0.6923076923076923
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,local_relative_motion,10.0,1.0,20.0,13,0.6923076923076923,0.6923076923076923,0.7692307692307693
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,0.5,2.0,126,0.023809523809523808,0.015873015873015872,0.023809523809523808
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,0.5,5.0,126,0.023809523809523808,0.023809523809523808,0.047619047619047616
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,0.5,10.0,126,0.023809523809523808,0.023809523809523808,0.10317460317460317
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,0.5,20.0,126,0.023809523809523808,0.023809523809523808,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,0.5,30.0,126,0.023809523809523808,0.023809523809523808,0.6428571428571429
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,0.5,45.0,126,0.023809523809523808,0.023809523809523808,0.8253968253968254
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,1.0,2.0,126,0.031746031746031744,0.023809523809523808,0.023809523809523808
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,1.0,5.0,126,0.031746031746031744,0.031746031746031744,0.047619047619047616
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,1.0,10.0,126,0.031746031746031744,0.031746031746031744,0.10317460317460317
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,1.0,20.0,126,0.031746031746031744,0.031746031746031744,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,1.0,30.0,126,0.031746031746031744,0.031746031746031744,0.6428571428571429
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,1.0,45.0,126,0.031746031746031744,0.031746031746031744,0.8253968253968254
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,2.0,2.0,126,0.03968253968253968,0.023809523809523808,0.023809523809523808
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,2.0,5.0,126,0.03968253968253968,0.03968253968253968,0.047619047619047616
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,2.0,10.0,126,0.03968253968253968,0.03968253968253968,0.10317460317460317
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,2.0,20.0,126,0.03968253968253968,0.03968253968253968,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,2.0,30.0,126,0.03968253968253968,0.03968253968253968,0.6428571428571429
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,2.0,45.0,126,0.03968253968253968,0.03968253968253968,0.8253968253968254
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,5.0,2.0,126,0.06349206349206349,0.023809523809523808,0.023809523809523808
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,5.0,5.0,126,0.06349206349206349,0.047619047619047616,0.047619047619047616
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,5.0,10.0,126,0.06349206349206349,0.06349206349206349,0.10317460317460317
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,5.0,20.0,126,0.06349206349206349,0.06349206349206349,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,5.0,30.0,126,0.06349206349206349,0.06349206349206349,0.6428571428571429
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,5.0,45.0,126,0.06349206349206349,0.06349206349206349,0.8253968253968254
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,10.0,2.0,126,0.10317460317460317,0.023809523809523808,0.023809523809523808
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,10.0,5.0,126,0.10317460317460317,0.047619047619047616,0.047619047619047616
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,10.0,10.0,126,0.10317460317460317,0.07936507936507936,0.10317460317460317
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,10.0,20.0,126,0.10317460317460317,0.09523809523809523,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,10.0,30.0,126,0.10317460317460317,0.09523809523809523,0.6428571428571429
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,10.0,45.0,126,0.10317460317460317,0.10317460317460317,0.8253968253968254
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,20.0,2.0,126,0.1746031746031746,0.023809523809523808,0.023809523809523808
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,20.0,5.0,126,0.1746031746031746,0.047619047619047616,0.047619047619047616
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,20.0,10.0,126,0.1746031746031746,0.07936507936507936,0.10317460317460317
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,20.0,20.0,126,0.1746031746031746,0.09523809523809523,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,20.0,30.0,126,0.1746031746031746,0.09523809523809523,0.6428571428571429
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_05_parking01_trace,global_synchronization,0.0,20.0,45.0,126,0.1746031746031746,0.10317460317460317,0.8253968253968254
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_06_parking02_trace,local_relative_motion,1.0,0.05,1.0,126,0.49206349206349204,0.20634920634920634,0.29365079365079366
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_06_parking02_trace,local_relative_motion,1.0,0.05,2.0,126,0.49206349206349204,0.3412698412698413,0.5476190476190477
ts_2022_06_09_13h16m39s_one_row,frozen_v2_checkpoint,replicate_03_base2042_fold_06_parking02_trace,local_relative_motion,1.0,0.05,5.0,126,0.49206349206349204,0.4603174603174603,0.8174603174603174
